StartedOn,FinishedOn,RequestedEnergy,EnergyDelivered,Protocol,PaymentType,PricePolicyRef,CostPerKWh,SessionCost,BonusPointsRedeemed,BonusPointsGained,VehicleID,StationPointID,ProviderID
2020/07/19 0:32:38,2020/07/19 2:22:19,19.5,19.6,OCCP,Credit Card,Standard,0.1,1.96,0,19,11,80,4
2020/11/25 12:10:5,2020/11/25 14:48:39,NULL,22.6,OICP,Credit Card,Fast Pro,0.16,3.62,0,22,4,143,1
2020/04/09 14:52:54,2020/04/09 15:13:16,37.4,37.4,OCCP,Credit Card,Fast Pro,0.16,5.98,0,37,22,67,4
2020/07/10 6:34:39,2020/07/10 8:28:2,16.5,17.1,ISO15118,Credit Card,Fast Pro,0.16,2.74,0,17,8,146,2
2020/12/29 19:46:28,2020/12/29 20:34:12,NULL,30.7,ISO15118,Credit Card,Standard,0.1,3.07,0,30,15,99,2
2020/10/09 18:56:25,2020/10/09 20:47:39,29.3,29.3,OCCP,Credit Card,Fast Pro,0.16,3.31,138,29,30,116,2
2020/06/04 0:57:13,2020/06/04 1:43:16,36.7,36.1,OCPI,Credit Card,Standard,0.1,3.61,0,36,21,147,2
2020/06/27 13:35:52,2020/06/27 14:28:20,33.0,32.1,OCHP,Credit Card,Standard,0.1,3.21,0,32,21,56,4
2020/11/15 6:40:36,2020/11/15 8:54:1,26.3,26.1,OICP,Credit Card,Standard,0.1,2.61,0,26,15,154,2
2020/06/19 2:55:25,2020/06/19 4:32:11,27.6,26.6,OCPI,Credit Card,Standard,0.1,2.66,0,26,8,180,2
2020/07/18 8:39:25,2020/07/18 10:25:21,NULL,32.6,OCHP,Credit Card,Discount,0.08,2.61,0,32,6,110,1
2020/12/01 9:10:1,2020/12/01 11:45:28,NULL,24.3,OICP,Credit Card,Fast Pro,0.16,3.89,0,24,19,176,4
2020/04/13 12:22:4,2020/04/13 13:40:25,37.1,36.6,OCCP,Credit Card,Discount,0.08,2.93,0,36,4,23,5
2020/12/28 12:44:17,2020/12/28 13:19:45,NULL,20.2,OCCP,Credit Card,Discount,0.08,1.59,3,20,34,16,1
2020/08/20 1:18:23,2020/08/20 3:10:45,19.5,19.9,OpenADR,Credit Card,Standard,0.1,1.99,0,19,12,108,1
2020/01/31 16:54:43,2020/01/31 18:19:43,NULL,23.4,OpenADR,Credit Card,Discount,0.08,0.28,159,23,24,173,2
2020/10/08 16:19:10,2020/10/08 18:55:24,NULL,18.0,ISO15118,Credit Card,Standard,0.1,1.8,0,18,30,24,2
2020/01/12 9:57:31,2020/01/12 11:23:48,28.5,29.1,OICP,Credit Card,Fast Pro,0.16,4.66,0,29,1,153,2
2020/09/21 14:48:58,2020/09/21 15:42:52,NULL,30.6,ISO15118,Credit Card,Fast Pro,0.16,4.9,0,30,10,197,4
2020/04/20 12:12:49,2020/04/20 14:42:16,NULL,32.6,ISO15118,Credit Card,Fast Pro,0.16,5.22,0,32,5,19,1
2020/11/24 10:0:34,2020/11/24 11:27:38,NULL,27.9,OCPI,Credit Card,Standard,0.1,2.79,0,27,17,95,1
2020/10/08 17:29:2,2020/10/08 19:48:11,36.5,36.9,ISO15118,Credit Card,Military,0.04,1.48,0,36,16,4,4
2020/03/04 2:56:18,2020/03/04 3:40:35,NULL,36.0,OCHP,Credit Card,Military,0.04,1.44,0,36,11,54,1
2020/03/21 11:38:8,2020/03/21 12:38:34,NULL,22.4,OpenADR,Credit Card,Discount,0.08,1.79,0,22,23,161,1
2020/05/29 10:52:36,2020/05/29 12:8:28,NULL,30.3,OCHP,Credit Card,Military,0.04,1.21,0,30,26,64,4
2020/12/19 1:13:44,2020/12/19 2:43:37,17.0,16.9,OCPI,Credit Card,Standard,0.1,1.69,0,16,13,160,4
2020/04/05 4:50:50,2020/04/05 6:38:30,20.3,19.5,ISO15118,Credit Card,Standard,0.1,1.95,0,19,8,2,5
2020/12/25 2:22:44,2020/12/25 3:2:6,31.2,30.3,OCHP,Credit Card,Fast Pro,0.16,4.85,0,30,15,160,4
2020/08/20 15:5:52,2020/08/20 17:7:28,NULL,28.4,ISO15118,Credit Card,Standard,0.1,2.29,55,28,25,177,3
2020/10/21 18:40:17,2020/10/21 20:21:16,20.0,20.2,OCHP,Credit Card,Standard,0.1,2.02,0,20,6,36,2
2020/05/26 19:16:23,2020/05/26 21:32:26,26.3,26.2,OCPI,Credit Card,Standard,0.1,2.62,0,26,28,41,5
2020/12/18 17:15:57,2020/12/18 19:7:52,29.2,29.7,OICP,Credit Card,Discount,0.08,0.95,143,29,3,84,2
2020/07/01 1:20:40,2020/07/01 3:35:0,29.1,29.4,ISO15118,Credit Card,Standard,0.1,2.94,0,29,11,36,1
2020/12/14 19:1:27,2020/12/14 21:24:2,17.9,17.2,OCPI,Credit Card,Discount,0.08,1.38,0,17,34,51,1
2020/09/04 17:32:3,2020/09/04 19:8:11,24.2,23.5,OCCP,Credit Card,Fast Pro,0.16,1.77,199,23,26,167,5
2020/02/27 3:10:52,2020/02/27 4:22:7,NULL,26.3,OICP,Credit Card,Standard,0.1,2.63,0,26,26,131,2
2020/12/09 7:15:45,2020/12/09 9:15:30,24.5,23.7,ISO15118,Credit Card,Discount,0.08,1.9,0,23,32,105,5
2020/09/13 16:10:7,2020/09/13 18:41:43,NULL,18.7,OCCP,Credit Card,Discount,0.08,1.5,0,18,11,79,1
2020/04/10 9:4:54,2020/04/10 10:16:45,NULL,22.0,OpenADR,Credit Card,Standard,0.1,2.2,0,22,25,113,2
2020/05/20 18:26:32,2020/05/20 20:24:33,NULL,32.5,OCHP,Credit Card,Fast Pro,0.16,5.2,0,32,2,179,4
2020/10/22 10:51:44,2020/10/22 11:18:39,20.3,20.7,OCHP,Credit Card,Standard,0.1,2.07,0,20,6,39,1
2020/03/09 14:3:28,2020/03/09 16:52:38,NULL,30.4,OICP,Credit Card,Fast Pro,0.16,3.74,112,30,11,164,2
2020/03/23 2:52:6,2020/03/23 4:9:4,NULL,15.2,ISO15118,Credit Card,Fast Pro,0.16,2.43,0,15,33,84,3
2020/02/21 8:30:31,2020/02/21 10:33:54,NULL,32.4,OCPI,Credit Card,Fast Pro,0.16,5.08,10,32,29,115,1
2020/09/06 15:5:24,2020/09/06 16:47:28,15.7,14.8,OpenADR,Credit Card,Standard,0.1,1.48,0,14,7,178,3
2020/11/19 16:49:15,2020/11/19 17:4:21,20.3,19.6,ISO15118,Credit Card,Fast Pro,0.16,3.14,0,19,24,25,3
2020/07/30 18:5:29,2020/07/30 20:7:41,NULL,18.8,OCHP,Credit Card,Discount,0.08,1.47,3,18,10,39,4
2020/02/15 16:40:14,2020/02/15 17:22:36,26.7,26.3,OICP,Credit Card,Fast Pro,0.16,4.15,6,26,16,59,5
2020/04/07 11:27:41,2020/04/07 13:40:43,NULL,19.5,OCCP,Credit Card,Discount,0.08,1.31,25,19,33,115,3
2020/03/14 18:7:45,2020/03/14 20:16:51,NULL,28.1,ISO15118,Credit Card,Discount,0.08,2.25,0,28,28,45,5
2020/04/21 0:22:19,2020/04/21 1:55:19,NULL,35.9,OpenADR,Credit Card,Standard,0.1,3.59,0,35,28,191,4
2020/01/22 18:8:57,2020/01/22 20:29:58,NULL,30.1,OICP,Credit Card,Standard,0.1,3.01,0,30,23,143,1
2020/06/29 10:10:1,2020/06/29 12:39:57,18.4,18.5,OICP,Credit Card,Standard,0.1,1.85,0,18,32,79,1
2020/09/10 2:39:35,2020/09/10 4:42:35,NULL,31.5,OCPI,Credit Card,Discount,0.08,2.52,0,31,4,195,2
2020/04/16 14:12:48,2020/04/16 16:55:9,30.4,30.6,OCPI,Credit Card,Discount,0.08,2.45,0,30,10,16,5
2020/10/23 16:11:11,2020/10/23 18:14:52,30.4,31.1,OpenADR,Credit Card,Standard,0.1,3.11,0,31,20,97,1
2020/02/01 14:23:55,2020/02/01 16:43:17,15.2,14.4,OCCP,Credit Card,Standard,0.1,1.44,0,14,34,178,4
2020/07/31 10:8:43,2020/07/31 12:26:41,36.2,35.7,ISO15118,Credit Card,Military,0.04,1.43,0,35,30,17,2
2020/06/01 9:57:8,2020/06/01 11:6:40,31.0,30.2,ISO15118,Credit Card,Military,0.04,1.21,0,30,32,118,4
2020/04/30 3:55:4,2020/04/30 5:8:43,20.8,20.0,OpenADR,Credit Card,Fast Pro,0.16,3.2,0,20,18,153,1
2020/02/17 17:53:13,2020/02/17 19:17:12,NULL,30.8,OCHP,Credit Card,Standard,0.1,3.08,0,30,4,173,1
2020/07/11 16:6:6,2020/07/11 18:20:17,34.8,35.4,OCPI,Credit Card,Discount,0.08,2.83,0,35,21,80,4
2020/11/16 14:45:17,2020/11/16 15:24:52,36.4,37.0,OICP,Credit Card,Standard,0.1,3.7,0,37,33,163,4
2020/10/18 15:45:46,2020/10/18 16:30:39,NULL,17.8,OICP,Credit Card,Standard,0.1,1.78,0,17,9,162,5
2020/02/03 6:2:52,2020/02/03 8:9:45,34.4,33.7,OICP,Credit Card,Fast Pro,0.16,5.39,0,33,24,24,4
2020/07/20 15:31:1,2020/07/20 16:56:41,NULL,31.9,OCPI,Credit Card,Military,0.04,1.28,0,31,20,157,1
2020/03/25 19:14:58,2020/03/25 21:23:42,15.8,15.7,OCPI,Credit Card,Standard,0.1,1.57,0,15,18,78,3
2020/09/11 19:31:55,2020/09/11 21:15:14,NULL,37.4,OCCP,Credit Card,Fast Pro,0.16,4.08,190,37,28,3,5
2020/12/06 11:47:41,2020/12/06 13:29:58,25.2,25.8,ISO15118,Credit Card,Standard,0.1,1.81,77,25,15,22,1
2020/07/30 12:12:7,2020/07/30 14:4:21,NULL,35.3,OpenADR,Credit Card,Fast Pro,0.16,5.65,0,35,15,15,5
2020/09/10 12:4:35,2020/09/10 13:29:27,NULL,37.5,OCCP,Credit Card,Fast Pro,0.16,4.73,127,37,18,169,1
2020/08/07 7:9:5,2020/08/07 8:50:24,NULL,36.1,OCCP,Credit Card,Fast Pro,0.16,5.78,0,36,9,34,3
2020/06/04 3:33:45,2020/06/04 5:8:0,18.2,18.1,ISO15118,Credit Card,Discount,0.08,0.95,50,18,32,63,1
2020/05/24 6:58:31,2020/05/24 7:10:14,NULL,21.6,OpenADR,Credit Card,Discount,0.08,1.73,0,21,29,195,1
2020/04/07 5:7:2,2020/04/07 6:7:30,29.3,29.3,OCCP,Credit Card,Standard,0.1,2.93,0,29,11,13,3
2020/03/03 18:5:16,2020/03/03 19:20:11,31.0,31.6,ISO15118,Credit Card,Standard,0.1,3.16,0,31,19,88,1
2020/02/04 14:28:14,2020/02/04 16:33:15,NULL,21.0,ISO15118,Credit Card,Military,0.04,0.84,0,21,30,6,2
2020/06/11 12:26:9,2020/06/11 13:18:5,NULL,29.5,OICP,Credit Card,Standard,0.1,2.95,0,29,17,10,5
2020/09/08 12:15:18,2020/09/08 14:27:30,26.7,26.3,OpenADR,Credit Card,Standard,0.1,2.26,37,26,5,99,1
2020/07/10 14:29:9,2020/07/10 16:43:0,33.8,34.0,OCPI,Credit Card,Discount,0.08,2.72,0,34,9,59,2
2020/01/20 11:6:17,2020/01/20 13:15:12,33.0,33.0,OCHP,Credit Card,Standard,0.1,1.73,157,33,6,162,3
2020/10/29 7:45:50,2020/10/29 8:44:21,NULL,24.4,OCCP,Credit Card,Discount,0.08,1.46,49,24,14,70,2
2020/03/07 13:35:56,2020/03/07 14:36:39,NULL,18.2,OpenADR,Credit Card,Military,0.04,0.73,0,18,13,41,4
2020/04/23 9:30:46,2020/04/23 11:35:46,NULL,31.9,OpenADR,Credit Card,Standard,0.1,3.19,0,31,16,33,4
2020/12/20 15:46:16,2020/12/20 16:4:55,NULL,21.0,OCCP,Credit Card,Standard,0.1,2.1,0,21,28,157,5
2020/06/05 16:55:38,2020/06/05 17:27:16,15.0,14.4,OICP,Credit Card,Fast Pro,0.16,2.3,0,14,16,34,1
2020/06/28 17:7:17,2020/06/28 18:44:53,17.9,17.1,OpenADR,Credit Card,Discount,0.08,1.37,0,17,5,116,1
2020/10/02 13:18:55,2020/10/02 15:32:20,30.4,29.6,OCPI,Credit Card,Discount,0.08,2.37,0,29,33,113,3
2020/03/05 4:10:2,2020/03/05 5:28:48,NULL,28.5,OCHP,Credit Card,Discount,0.08,0.86,142,28,2,155,3
2020/04/18 12:35:45,2020/04/18 14:24:39,19.9,20.4,OpenADR,Credit Card,Standard,0.1,1.18,86,20,11,177,5
2020/07/09 19:36:56,2020/07/09 20:52:0,NULL,18.2,OCPI,Credit Card,Fast Pro,0.16,2.91,0,18,16,95,1
2020/03/31 0:34:31,2020/03/31 1:24:22,18.6,18.8,OpenADR,Credit Card,Standard,0.1,1.88,0,18,25,79,5
2020/09/06 2:24:38,2020/09/06 4:34:31,25.5,25.5,OCHP,Credit Card,Discount,0.08,2.04,0,25,26,20,3
2020/03/17 11:16:28,2020/03/17 13:3:45,23.6,22.7,ISO15118,Credit Card,Fast Pro,0.16,3.63,0,22,14,136,1
2020/05/22 0:52:53,2020/05/22 1:58:23,36.5,36.5,OCCP,Credit Card,Fast Pro,0.16,5.84,0,36,23,90,3
2020/12/24 2:42:23,2020/12/24 4:39:28,25.6,25.2,OCHP,Credit Card,Discount,0.08,1.4,62,25,18,186,3
2020/08/19 19:43:7,2020/08/19 20:34:49,NULL,30.0,OpenADR,Credit Card,Military,0.04,-0.77,197,30,25,156,1
2020/07/05 18:22:32,2020/07/05 19:57:17,22.2,22.3,ISO15118,Credit Card,Military,0.04,-0.45,134,22,24,196,5
2020/05/18 9:8:29,2020/05/18 11:42:20,NULL,29.6,OICP,Credit Card,Standard,0.1,2.96,0,29,13,184,2
2020/12/09 17:48:48,2020/12/09 18:28:7,NULL,25.6,OpenADR,Credit Card,Standard,0.1,2.56,0,25,31,27,4
2020/02/06 16:0:31,2020/02/06 17:49:5,28.8,29.6,OpenADR,Credit Card,Discount,0.08,2.37,0,29,18,123,3
2020/05/07 4:44:48,2020/05/07 5:16:47,24.7,23.7,ISO15118,Credit Card,Fast Pro,0.16,3.79,0,23,34,180,4
2020/07/21 6:38:24,2020/07/21 7:5:29,NULL,19.2,OCHP,Credit Card,Military,0.04,0.77,0,19,17,144,1
2020/03/11 7:58:18,2020/03/11 8:3:30,NULL,20.9,OpenADR,Credit Card,Fast Pro,0.16,3.34,0,20,16,51,1
2020/10/01 13:32:23,2020/10/01 15:33:16,36.6,37.3,OpenADR,Credit Card,Discount,0.08,2.18,80,37,30,162,5
2020/02/07 17:17:4,2020/02/07 18:12:47,23.5,22.7,ISO15118,Credit Card,Fast Pro,0.16,3.63,0,22,12,106,3
2020/03/29 19:35:3,2020/03/29 21:54:53,NULL,21.9,OICP,Credit Card,Discount,0.08,1.75,0,21,23,158,1
2020/11/20 9:16:52,2020/11/20 11:33:11,NULL,32.1,OICP,Credit Card,Discount,0.08,2.57,0,32,34,148,5
2020/07/18 4:43:32,2020/07/18 5:37:54,20.7,20.6,OpenADR,Credit Card,Military,0.04,0.82,0,20,10,16,2
2020/03/19 17:24:49,2020/03/19 19:19:9,27.1,27.4,OICP,Credit Card,Standard,0.1,2.74,0,27,8,97,3
2020/12/19 0:50:57,2020/12/19 2:46:25,NULL,37.3,OCPI,Credit Card,Discount,0.08,2.98,0,37,6,166,1
2020/01/06 7:33:22,2020/01/06 8:43:25,NULL,26.6,OICP,Credit Card,Standard,0.1,2.66,0,26,27,77,3
2020/12/13 6:11:41,2020/12/13 7:0:20,NULL,25.8,OCPI,Credit Card,Standard,0.1,1.28,130,25,11,78,5
2020/05/13 17:37:38,2020/05/13 18:30:5,NULL,30.9,OICP,Credit Card,Fast Pro,0.16,4.94,0,30,17,160,1
2020/01/11 12:9:12,2020/01/11 14:55:16,NULL,23.6,OCHP,Credit Card,Fast Pro,0.16,3.78,0,23,15,54,1
2020/12/01 2:54:53,2020/12/01 3:46:44,NULL,16.9,OpenADR,Credit Card,Standard,0.1,1.69,0,16,33,171,2
2020/03/19 18:43:12,2020/03/19 19:40:32,37.0,37.8,OCHP,Credit Card,Fast Pro,0.16,6.05,0,37,15,101,5
2020/04/04 3:41:31,2020/04/04 5:47:49,NULL,28.0,OCCP,Credit Card,Fast Pro,0.16,3.86,62,28,9,85,3
2020/12/29 12:40:32,2020/12/29 13:42:37,24.5,25.4,OCPI,Credit Card,Fast Pro,0.16,4.06,0,25,10,71,4
2020/11/11 9:58:49,2020/11/11 11:16:29,34.8,34.4,OICP,Credit Card,Military,0.04,1.38,0,34,3,173,1
2020/10/29 2:58:16,2020/10/29 4:37:14,NULL,23.9,OCHP,Credit Card,Standard,0.1,0.79,160,23,6,12,1
2020/10/17 5:48:15,2020/10/17 6:50:9,37.3,37.3,ISO15118,Credit Card,Standard,0.1,2.68,105,37,1,194,1
2020/02/18 16:6:37,2020/02/18 18:52:11,31.6,32.5,OCCP,Credit Card,Standard,0.1,3.25,0,32,27,30,3
2020/04/20 11:39:35,2020/04/20 12:0:1,20.2,20.3,OpenADR,Credit Card,Discount,0.08,1.62,0,20,14,76,4
2020/03/05 0:12:18,2020/03/05 1:15:13,NULL,27.7,OCHP,Credit Card,Discount,0.08,2.22,0,27,7,101,3
2020/04/27 9:50:38,2020/04/27 11:58:4,NULL,32.2,OCPI,Credit Card,Standard,0.1,2.69,53,32,12,63,1
2020/08/10 6:33:15,2020/08/10 7:31:35,NULL,35.4,ISO15118,Credit Card,Fast Pro,0.16,5.66,0,35,16,151,3
2020/02/16 16:22:44,2020/02/16 18:13:4,16.1,15.3,OCHP,Credit Card,Fast Pro,0.16,2.45,0,15,5,111,5
2020/10/29 19:17:28,2020/10/29 21:20:51,NULL,31.9,ISO15118,Credit Card,Standard,0.1,3.19,0,31,17,41,2
2020/11/29 2:27:11,2020/11/29 3:43:30,18.4,19.2,OpenADR,Credit Card,Standard,0.1,1.92,0,19,5,127,2
2020/04/26 2:32:7,2020/04/26 4:33:31,33.9,33.5,OCPI,Credit Card,Standard,0.1,3.35,0,33,20,23,1
2020/04/03 13:29:5,2020/04/03 14:38:25,30.8,31.1,ISO15118,Credit Card,Fast Pro,0.16,4.98,0,31,17,118,3
2020/06/14 8:19:46,2020/06/14 10:34:4,NULL,29.1,ISO15118,Credit Card,Standard,0.1,2.91,0,29,19,177,3
2020/05/23 14:45:44,2020/05/23 16:27:48,NULL,23.7,OCHP,Credit Card,Standard,0.1,2.37,0,23,28,42,4
2020/05/20 17:41:12,2020/05/20 19:45:40,33.6,34.5,OCCP,Credit Card,Standard,0.1,3.45,0,34,7,170,5
2020/11/23 10:50:43,2020/11/23 12:11:27,NULL,24.4,OCHP,Credit Card,Fast Pro,0.16,3.9,0,24,20,157,2
2020/10/01 9:31:47,2020/10/01 11:33:43,NULL,19.6,OCHP,Credit Card,Military,0.04,0.78,0,19,2,142,3
2020/11/15 0:53:32,2020/11/15 1:31:14,34.5,35.0,OCHP,Credit Card,Standard,0.1,3.5,0,35,15,123,5
2020/07/08 11:35:15,2020/07/08 12:28:35,NULL,32.8,OCPI,Credit Card,Standard,0.1,3.28,0,32,27,18,5
2020/11/08 9:46:11,2020/11/08 11:7:56,17.3,17.1,OICP,Credit Card,Fast Pro,0.16,2.74,0,17,16,123,5
2020/04/20 19:18:39,2020/04/20 21:17:54,NULL,24.7,OCHP,Credit Card,Discount,0.08,1.98,0,24,30,25,3
2020/01/11 0:38:35,2020/01/11 1:29:13,NULL,16.6,OpenADR,Credit Card,Fast Pro,0.16,2.66,0,16,34,172,2
2020/08/21 16:9:4,2020/08/21 18:58:29,NULL,21.6,ISO15118,Credit Card,Standard,0.1,1.03,113,21,30,91,4
2020/04/02 5:44:24,2020/04/02 7:0:15,NULL,16.8,OpenADR,Credit Card,Discount,0.08,0.42,92,16,6,189,4
2020/04/05 12:36:25,2020/04/05 14:50:0,21.1,20.8,OCHP,Credit Card,Fast Pro,0.16,3.33,0,20,8,93,1
2020/09/15 15:11:47,2020/09/15 16:55:47,17.6,18.2,OCHP,Credit Card,Military,0.04,0.73,0,18,26,124,1
2020/12/25 15:5:40,2020/12/25 16:43:34,NULL,18.8,OCPI,Credit Card,Discount,0.08,1.5,0,18,21,91,3
2020/10/01 13:2:33,2020/10/01 15:43:40,23.9,24.0,OCCP,Credit Card,Standard,0.1,2.4,0,24,10,26,3
2020/03/05 10:42:19,2020/03/05 11:5:25,35.0,35.9,OpenADR,Credit Card,Standard,0.1,3.59,0,35,11,126,4
2020/12/09 11:22:0,2020/12/09 13:57:1,NULL,34.9,OpenADR,Credit Card,Standard,0.1,3.49,0,34,19,64,1
2020/06/07 0:57:50,2020/06/07 2:18:11,NULL,22.4,OCCP,Credit Card,Fast Pro,0.16,3.58,0,22,15,2,3
2020/12/26 6:0:56,2020/12/26 8:22:34,24.2,24.7,OICP,Credit Card,Discount,0.08,1.98,0,24,12,178,2
2020/08/28 5:28:40,2020/08/28 6:43:57,NULL,23.6,OCCP,Credit Card,Military,0.04,0.38,56,23,26,107,1
2020/12/01 14:34:55,2020/12/01 16:46:3,NULL,17.1,OCCP,Credit Card,Standard,0.1,1.71,0,17,9,73,4
2020/01/11 5:57:0,2020/01/11 6:14:41,NULL,33.1,OCHP,Credit Card,Discount,0.08,2.65,0,33,17,174,5
2020/02/18 1:24:42,2020/02/18 3:27:40,NULL,33.1,ISO15118,Credit Card,Military,0.04,1.32,0,33,13,11,1
2020/02/04 15:31:22,2020/02/04 17:6:11,NULL,28.1,OCHP,Credit Card,Standard,0.1,2.81,0,28,3,13,4
2020/01/10 17:18:16,2020/01/10 18:41:27,NULL,23.5,OCHP,Credit Card,Fast Pro,0.16,3.76,0,23,32,104,1
2020/03/16 18:38:28,2020/03/16 20:29:29,NULL,19.6,OCHP,Credit Card,Standard,0.1,1.96,0,19,6,42,5
2020/03/12 5:56:54,2020/03/12 6:36:25,NULL,36.5,OCCP,Credit Card,Military,0.04,1.46,0,36,31,110,4
2020/08/22 3:28:42,2020/08/22 5:49:1,NULL,16.6,OCCP,Credit Card,Discount,0.08,1.33,0,16,15,131,2
2020/06/20 8:33:13,2020/06/20 9:24:26,21.6,21.6,OCHP,Credit Card,Discount,0.08,1.73,0,21,9,124,2
2020/04/04 12:40:9,2020/04/04 14:48:57,NULL,31.7,OpenADR,Credit Card,Standard,0.1,3.17,0,31,11,91,2
2020/07/22 0:3:39,2020/07/22 1:45:12,37.3,37.7,OICP,Credit Card,Fast Pro,0.16,6.03,0,37,9,18,2
2020/01/22 8:42:31,2020/01/22 9:8:39,20.2,20.6,OpenADR,Credit Card,Discount,0.08,1.65,0,20,31,11,5
2020/04/27 5:51:18,2020/04/27 7:37:45,NULL,19.5,OCPI,Credit Card,Discount,0.08,1.09,47,19,3,99,2
2020/11/30 9:54:40,2020/11/30 10:23:30,23.6,23.8,OCCP,Credit Card,Discount,0.08,1.9,0,23,32,134,4
2020/12/14 3:13:3,2020/12/14 4:57:38,33.9,33.3,OCCP,Credit Card,Standard,0.1,3.33,0,33,29,107,1
2020/06/19 9:32:40,2020/06/19 11:0:36,NULL,24.4,OCCP,Credit Card,Fast Pro,0.16,3.9,0,24,26,187,2
2020/02/05 8:32:9,2020/02/05 10:51:54,NULL,23.4,OCPI,Credit Card,Military,0.04,0.94,0,23,16,56,4
2020/05/21 11:35:57,2020/05/21 13:50:37,15.6,16.1,OCPI,Credit Card,Standard,0.1,1.61,0,16,8,91,2
2020/02/08 13:45:0,2020/02/08 15:16:51,16.6,15.6,OCPI,Credit Card,Fast Pro,0.16,2.12,38,15,9,50,1
2020/03/19 18:51:27,2020/03/19 20:58:47,NULL,37.0,OICP,Credit Card,Fast Pro,0.16,5.92,0,37,8,173,4
2020/08/19 12:6:18,2020/08/19 13:42:40,NULL,19.7,OCCP,Credit Card,Military,0.04,0.79,0,19,10,37,4
2020/05/07 13:5:3,2020/05/07 15:40:1,18.3,17.4,OICP,Credit Card,Fast Pro,0.16,2.78,0,17,20,28,3
2020/01/02 3:3:13,2020/01/02 4:49:14,19.9,19.2,OpenADR,Credit Card,Standard,0.1,1.92,0,19,20,8,3
2020/12/09 3:3:1,2020/12/09 5:51:46,33.9,34.2,OICP,Credit Card,Fast Pro,0.16,4.36,111,34,14,157,4
2020/05/15 6:31:56,2020/05/15 7:43:17,NULL,36.3,OICP,Credit Card,Fast Pro,0.16,5.81,0,36,1,106,3
2020/08/02 16:5:55,2020/08/02 17:28:53,35.5,36.1,OCPI,Credit Card,Fast Pro,0.16,5.78,0,36,24,197,3
2020/07/05 13:5:28,2020/07/05 14:40:42,36.0,35.4,OpenADR,Credit Card,Discount,0.08,1.52,131,35,11,143,2
2020/03/30 14:21:32,2020/03/30 16:19:29,NULL,18.8,ISO15118,Credit Card,Military,0.04,0.75,0,18,32,57,4
2020/04/10 18:7:54,2020/04/10 20:21:0,NULL,31.8,OCPI,Credit Card,Military,0.04,1.27,0,31,28,180,3
2020/12/02 18:3:39,2020/12/02 19:49:42,25.9,26.8,OCHP,Credit Card,Standard,0.1,1.81,87,26,28,123,3
2020/11/10 5:1:0,2020/11/10 7:54:9,21.3,21.1,OCHP,Credit Card,Fast Pro,0.16,3.38,0,21,11,127,2
2020/10/17 15:25:17,2020/10/17 16:8:51,NULL,29.9,OICP,Credit Card,Standard,0.1,2.99,0,29,16,33,4
2020/10/01 2:17:22,2020/10/01 4:47:51,NULL,32.5,OICP,Credit Card,Discount,0.08,2.6,0,32,9,54,2
2020/05/19 16:25:9,2020/05/19 17:15:33,36.6,36.3,OCHP,Credit Card,Standard,0.1,3.63,0,36,33,111,4
2020/11/06 13:40:8,2020/11/06 14:47:28,20.3,20.9,OICP,Credit Card,Fast Pro,0.16,3.34,0,20,14,57,3
2020/04/23 19:30:6,2020/04/23 20:29:53,25.8,25.6,OICP,Credit Card,Discount,0.08,2.05,0,25,1,173,1
2020/05/28 12:28:20,2020/05/28 13:10:28,NULL,23.5,OCPI,Credit Card,Standard,0.1,1.03,132,23,33,173,5
2020/05/24 16:2:50,2020/05/24 18:46:46,NULL,18.5,OCCP,Credit Card,Fast Pro,0.16,2.96,0,18,7,198,5
2020/03/27 18:57:39,2020/03/27 19:38:22,NULL,35.5,OCHP,Credit Card,Fast Pro,0.16,5.68,0,35,12,110,5
2020/07/20 15:58:21,2020/07/20 17:9:8,19.5,19.8,OICP,Credit Card,Standard,0.1,1.98,0,19,28,125,5
2020/08/10 8:20:18,2020/08/10 9:19:57,33.6,34.1,OCPI,Credit Card,Standard,0.1,2.58,83,34,27,106,2
2020/11/02 13:4:21,2020/11/02 15:12:44,NULL,17.0,OICP,Credit Card,Standard,0.1,1.24,46,17,19,97,1
2020/11/27 11:54:13,2020/11/27 13:10:20,NULL,31.7,OICP,Credit Card,Fast Pro,0.16,3.74,133,31,19,92,3
2020/01/03 0:2:35,2020/01/03 1:22:18,15.7,14.8,OpenADR,Credit Card,Standard,0.1,1.48,0,14,26,81,1
2020/12/25 13:34:12,2020/12/25 15:49:20,37.0,37.6,OpenADR,Credit Card,Standard,0.1,3.76,0,37,17,40,5
2020/02/13 12:58:52,2020/02/13 13:9:42,29.9,30.5,OpenADR,Credit Card,Standard,0.1,2.22,83,30,29,72,3
2020/12/03 17:23:53,2020/12/03 18:15:26,29.5,30.0,OCHP,Credit Card,Discount,0.08,1.52,88,30,6,79,5
2020/12/31 11:30:6,2020/12/31 12:19:43,NULL,30.3,OCCP,Credit Card,Discount,0.08,2.42,0,30,19,181,5
2020/09/07 3:41:27,2020/09/07 4:40:54,NULL,32.3,OCPI,Credit Card,Discount,0.08,2.43,15,32,10,46,5
2020/10/14 11:33:6,2020/10/14 13:58:10,NULL,37.0,OICP,Credit Card,Fast Pro,0.16,5.92,0,37,26,100,1
2020/08/10 12:45:45,2020/08/10 14:52:41,31.3,30.5,OCHP,Credit Card,Standard,0.1,3.05,0,30,14,125,5
